date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:56:21	6817/6817	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/js/es6-promise.auto.min.js?ver=5.5.3	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/js/es6-promise.auto.min5697.js	(from https://autotrade.id/)
00:56:21	709/709	---M--	200	added ('OK')	application/rss+xml	etag:%22190a97b13575ac01332cfaf221b44c05%22	https://autotrade.id/comments/feed/	C:/My%20Web%20Sites/autotrade/autotrade.id/comments/feed/index.html	(from https://autotrade.id/)
00:56:22	1696/1696	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/js/recaptcha.js?ver=5.5.3	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/js/recaptcha5697.js	(from https://autotrade.id/)
00:56:23	67733/67733	---MCZ	200	added ('OK')	application/json	etag:%22664-1607104582;gz%22	https://autotrade.id/wp-json/wp/v2/pages/33	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/wp/v2/pages/33.json	(from https://autotrade.id/)
00:56:23	99984/99984	---MCZ	200	added ('OK')	application/json	etag:%22665-1607104583;gz%22	https://autotrade.id/wp-json/	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/index.html	(from https://autotrade.id/)
00:56:23	786/786	---M-Z	200	added ('OK')	text/xml	date:Fri,%2004%20Dec%202020%2017:56:23%20GMT	https://autotrade.id/xmlrpc.php?rsd	C:/My%20Web%20Sites/autotrade/autotrade.id/xmlrpc0db0.php	(from https://autotrade.id/)
00:56:23	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://autotrade.id/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-includes/wlwmanifest.xml	(from https://autotrade.id/)
00:56:24	2217/2217	---M-Z	200	added ('OK')	application/json	etag:%22666-1607104584;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2F	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embedc452.json	(from https://autotrade.id/)
00:56:24	2311/2311	---M-Z	200	added ('OK')	text/xml	etag:%22667-1607104584;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2F&format=xml	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embede4bb	(from https://autotrade.id/)
00:56:25	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%225f7b5b5f-e7d0%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css	C:/My%20Web%20Sites/autotrade/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css	(from https://autotrade.id/)
00:56:25	59131/59131	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Nov%202020%2011:36:13%20GMT	https://autotrade.id/wp-content/et-cache/33/et-core-unified-tb-321-tb-378-33-1605526567736.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/33/et-core-unified-tb-321-tb-378-33-1605526567736.min.css	(from https://autotrade.id/)
00:56:25	1435/1435	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Nov%202020%2011:36:11%20GMT	https://autotrade.id/wp-content/et-cache/33/et-core-unified-33-1605526567736.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/33/et-core-unified-33-1605526567736.min.css	(from https://autotrade.id/)
00:56:25	14026/14026	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2009:22:01%20GMT	https://autotrade.id/wp-content/uploads/2020/10/logo-autotrade-gold-forex-trading-new.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/logo-autotrade-gold-forex-trading-new.png	(from https://autotrade.id/)
00:56:26	91440/91440	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2001:23:30%20GMT	https://autotrade.id/wp-content/uploads/2020/10/forex-tim-profit.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/forex-tim-profit.png	(from https://autotrade.id/)
00:56:26	86698/86698	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2009:23:22%20GMT	https://autotrade.id/wp-content/uploads/2020/10/AUTO-TRADE-GOLD.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/AUTO-TRADE-GOLD.png	(from https://autotrade.id/)
00:56:26	8231/8231	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2002:50:14%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Icon-Broker.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Icon-Broker.png	(from https://autotrade.id/)
00:56:26	7003/7003	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2002:50:17%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Icon-Transaksi-Cepat.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Icon-Transaksi-Cepat.png	(from https://autotrade.id/)
00:56:26	7438/7438	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2002:50:15%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Icon-Deposit-Cepat.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Icon-Deposit-Cepat.png	(from https://autotrade.id/)
00:56:27	8830/8830	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2002:50:15%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Icon-Manajemen-Risiko.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Icon-Manajemen-Risiko.png	(from https://autotrade.id/)
00:56:27	11657/11657	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2002:50:13%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Icon-Bebas-Biaya-Bulanan-1.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Icon-Bebas-Biaya-Bulanan-1.png	(from https://autotrade.id/)
00:56:27	9952/9952	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2002:50:16%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Icon-Tanpa-Batas-Withdraw.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Icon-Tanpa-Batas-Withdraw.png	(from https://autotrade.id/)
00:56:27	61894/61894	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2007:30:15%20GMT	https://autotrade.id/wp-content/uploads/2020/10/bg-module-link.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/bg-module-link.png	(from https://autotrade.id/)
00:56:28	485691/485691	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2006%20Oct%202020%2006:51:35%20GMT	https://autotrade.id/wp-content/themes/Divi/js/custom.unified.js?ver=4.6.5	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/js/custom.unified1dc6.js	(from https://autotrade.id/)
00:56:28	1360/1360	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/js/common.js?ver=4.6.5	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/js/common1dc6.js	(from https://autotrade.id/)
00:56:29	24686/24686	---MCZ	200	added ('OK')	text/html	etag:%22668-1607104589;gz%22	https://autotrade.id/verifikasi-akun/	C:/My%20Web%20Sites/autotrade/autotrade.id/verifikasi-akun/index.html	(from https://autotrade.id/)
00:56:29	24762/24762	---MCZ	200	added ('OK')	text/html	etag:%22669-1607104589;gz%22	https://autotrade.id/pendaftaran/	C:/My%20Web%20Sites/autotrade/autotrade.id/pendaftaran/index.html	(from https://autotrade.id/)
00:56:29	1434/1434	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%202019%2000:17:07%20GMT	https://autotrade.id/wp-includes/js/wp-embed.min.js?ver=5.5.3	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-includes/js/wp-embed.min5697.js	(from https://autotrade.id/)
00:56:30	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.eot	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:30	3980/3980	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Dec%202020%2017:56:29%20GMT	https://autotrade.id/counter/	C:/My%20Web%20Sites/autotrade/autotrade.id/counter/index.html	(from https://autotrade.id/)
00:56:30	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.eot?	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:31	92400/92400	---M--	200	added ('OK')	font/ttf	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:31	23746/23746	---MCZ	200	added ('OK')	text/html	etag:%22670-1607104590;gz%22	https://autotrade.id/daftar-akun-trading-gold/	C:/My%20Web%20Sites/autotrade/autotrade.id/daftar-akun-trading-gold/index.html	(from https://autotrade.id/)
00:56:31	92476/92476	---M--	200	added ('OK')	font/woff	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.woff	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:31	25221/25221	---MCZ	200	added ('OK')	text/html	etag:%22671-1607104591;gz%22	https://autotrade.id/cara-membeli-bot-trading-gold/	C:/My%20Web%20Sites/autotrade/autotrade.id/cara-membeli-bot-trading-gold/index.html	(from https://autotrade.id/)
00:56:31	301078/301078	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2006%20Oct%202020%2006:51:33%20GMT	https://autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.svg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:31	1422/1422	---M--	200	added ('OK')	image/gif	date:Tue,%2006%20Oct%202020%2006:51:37%20GMT	https://autotrade.id/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:31	9427/9427	---M--	200	added ('OK')	image/gif	date:Tue,%2006%20Oct%202020%2006:51:37%20GMT	https://autotrade.id/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:32	17119/17119	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Oct%202020%2006:51:40%20GMT	https://autotrade.id/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from https://autotrade.id/wp-content/themes/Divi/style.css?ver=4.6.5)
00:56:32	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2017%20Jul%202020%2017:11:03%20GMT	https://autotrade.id/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-includes/fonts/dashicons7d4b.eot	(from https://autotrade.id/wp-includes/css/dashicons.min.css?ver=5.5.3)
00:56:32	56392/56392	---M--	200	added ('OK')	font/ttf	date:Fri,%2017%20Jul%202020%2017:11:03%20GMT	https://autotrade.id/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-includes/fonts/dashicons7d4b.ttf	(from https://autotrade.id/wp-includes/css/dashicons.min.css?ver=5.5.3)
00:56:33	8480/8480	---MCZ	200	added ('OK')	application/json	etag:%22672-1607104593;gz%22	https://autotrade.id/wp-json/wp/v2/pages/468	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/wp/v2/pages/468.json	(from https://autotrade.id/pendaftaran/)
00:56:34	2264/2264	---M-Z	200	added ('OK')	application/json	etag:%22673-1607104594;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fpendaftaran%2F	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embedaf8f.json	(from https://autotrade.id/pendaftaran/)
00:56:35	2356/2356	---M-Z	200	added ('OK')	text/xml	etag:%22674-1607104595;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fpendaftaran%2F&format=xml	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embed127f	(from https://autotrade.id/pendaftaran/)
00:56:35	14969/14969	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Nov%202020%2015:02:39%20GMT	https://autotrade.id/wp-content/et-cache/468/et-core-unified-tb-321-tb-378-468-16054525587763.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/468/et-core-unified-tb-321-tb-378-468-16054525587763.min.css	(from https://autotrade.id/pendaftaran/)
00:56:35	1435/1435	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Nov%202020%2015:02:39%20GMT	https://autotrade.id/wp-content/et-cache/468/et-core-unified-468-16054525587763.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/468/et-core-unified-468-16054525587763.min.css	(from https://autotrade.id/pendaftaran/)
00:56:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Dec%202020%2017:56:35%20GMT	https://autotrade.id/?p=468	C:/My%20Web%20Sites/autotrade/autotrade.id/index4c66.html	(from https://autotrade.id/pendaftaran/)
00:56:35	30916/30916	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2011:18:00%20GMT	https://autotrade.id/wp-content/uploads/2020/10/Pantheratrade-Pendaftaran.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/Pantheratrade-Pendaftaran.jpg	(from https://autotrade.id/pendaftaran/)
00:56:36	41899/41899	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2011:23:32%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verifikasi-panthera-trade.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verifikasi-panthera-trade.jpg	(from https://autotrade.id/pendaftaran/)
00:56:36	19443/19443	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2011:25:33%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verfikasi-kode-panthera.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verfikasi-kode-panthera.jpg	(from https://autotrade.id/pendaftaran/)
00:56:36	123778/123778	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2011:27:55%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verifikasi-panthera-trade-1.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verifikasi-panthera-trade-1.jpg	(from https://autotrade.id/pendaftaran/)
00:56:36	29121/29121	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2011:30:31%20GMT	https://autotrade.id/wp-content/uploads/2020/10/pendaftaran-sukses-panthera-trade.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/pendaftaran-sukses-panthera-trade.jpg	(from https://autotrade.id/pendaftaran/)
00:56:38	8631/8631	---MCZ	200	added ('OK')	application/json	etag:%22675-1607104597;gz%22	https://autotrade.id/wp-json/wp/v2/pages/485	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/wp/v2/pages/485.json	(from https://autotrade.id/verifikasi-akun/)
00:56:38	2284/2284	---M-Z	200	added ('OK')	application/json	etag:%22676-1607104598;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fverifikasi-akun%2F	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embedb0d0.json	(from https://autotrade.id/verifikasi-akun/)
00:56:40	2376/2376	---M-Z	200	added ('OK')	text/xml	etag:%22677-1607104599;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fverifikasi-akun%2F&format=xml	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embeddbaa	(from https://autotrade.id/verifikasi-akun/)
00:56:40	14969/14969	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Nov%202020%2021:02:36%20GMT	https://autotrade.id/wp-content/et-cache/485/et-core-unified-tb-321-tb-378-485-16055605556948.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/485/et-core-unified-tb-321-tb-378-485-16055605556948.min.css	(from https://autotrade.id/verifikasi-akun/)
00:56:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Dec%202020%2017:56:39%20GMT	https://autotrade.id/?p=485	C:/My%20Web%20Sites/autotrade/autotrade.id/indexca96.html	(from https://autotrade.id/verifikasi-akun/)
00:56:40	1435/1435	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Nov%202020%2021:02:36%20GMT	https://autotrade.id/wp-content/et-cache/485/et-core-unified-485-16055605556948.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/485/et-core-unified-485-16055605556948.min.css	(from https://autotrade.id/verifikasi-akun/)
00:56:40	57389/57389	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2011:58:47%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-1.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-1.jpg	(from https://autotrade.id/verifikasi-akun/)
00:56:40	55695/55695	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2012:01:55%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-2.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-2.jpg	(from https://autotrade.id/verifikasi-akun/)
00:56:40	41657/41657	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2012:04:51%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-3.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-3.jpg	(from https://autotrade.id/verifikasi-akun/)
00:56:41	37556/37556	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2012:07:20%20GMT	https://autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-4.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/verfikasi-akun-panthera-trade-4.jpg	(from https://autotrade.id/verifikasi-akun/)
00:56:41	7386/7386	---M-Z	200	added ('OK')	application/json	etag:%22678-1607104601;gz%22	https://autotrade.id/wp-json/wp/v2/pages/496	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/wp/v2/pages/496.json	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:42	2329/2329	---M-Z	200	added ('OK')	application/json	etag:%22679-1607104602;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fdaftar-akun-trading-gold%2F	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embedf6d4.json	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:43	2421/2421	---M-Z	200	added ('OK')	text/xml	etag:%22680-1607104603;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fdaftar-akun-trading-gold%2F&format=xml	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embed26c4	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:43	14969/14969	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Nov%202020%2007:24:17%20GMT	https://autotrade.id/wp-content/et-cache/496/et-core-unified-tb-321-tb-378-496-16055978564446.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/496/et-core-unified-tb-321-tb-378-496-16055978564446.min.css	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Dec%202020%2017:56:43%20GMT	https://autotrade.id/?p=496	C:/My%20Web%20Sites/autotrade/autotrade.id/index0a18.html	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:44	1435/1435	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Nov%202020%2007:24:17%20GMT	https://autotrade.id/wp-content/et-cache/496/et-core-unified-496-16055978564446.min.css	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/et-cache/496/et-core-unified-496-16055978564446.min.css	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:44	33963/33963	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2013:01:44%20GMT	https://autotrade.id/wp-content/uploads/2020/10/cara-daftar-akun-trading-gold-1.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/cara-daftar-akun-trading-gold-1.jpg	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:44	36460/36460	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2013:04:05%20GMT	https://autotrade.id/wp-content/uploads/2020/10/cara-daftar-akun-trading-gold-2.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/cara-daftar-akun-trading-gold-2.jpg	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:44	25759/25759	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2013:06:20%20GMT	https://autotrade.id/wp-content/uploads/2020/10/cara-daftar-akun-trading-gold-3.jpg	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-content/uploads/2020/10/cara-daftar-akun-trading-gold-3.jpg	(from https://autotrade.id/daftar-akun-trading-gold/)
00:56:45	9087/9087	---MCZ	200	added ('OK')	application/json	etag:%22681-1607104605;gz%22	https://autotrade.id/wp-json/wp/v2/pages/505	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/wp/v2/pages/505.json	(from https://autotrade.id/cara-membeli-bot-trading-gold/)
00:56:46	2354/2354	---M-Z	200	added ('OK')	application/json	etag:%22682-1607104605;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fcara-membeli-bot-trading-gold%2F	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embed8ab3.json	(from https://autotrade.id/cara-membeli-bot-trading-gold/)
00:56:47	2446/2446	---M-Z	200	added ('OK')	text/xml	etag:%22683-1607104607;gz%22	https://autotrade.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautotrade.id%2Fcara-membeli-bot-trading-gold%2F&format=xml	C:/My%20Web%20Sites/autotrade/autotrade.id/wp-json/oembed/1.0/embed2483	(from https://autotrade.id/cara-membeli-bot-trading-gold/)
